temperature,qid,prompt1,prompt2,similarity
0.1,Q6,detailed,expert,0.9250243
0.1,Q6,detailed,detailed,0.9044611
0.1,Q6,detailed,noisy,0.9444734
0.1,Q6,noisy,original,0.9038168
0.1,Q6,noisy,step_by_step,0.8876014
0.1,Q6,noisy,brief,0.8764442
0.1,Q6,noisy,expert,0.8837646
0.1,Q6,noisy,detailed,0.9020041
0.1,Q6,noisy,noisy,0.90372527
0.1,Q6,noisy,original,0.85335326
0.1,Q6,noisy,step_by_step,0.8343271
0.1,Q6,noisy,brief,0.8124984
0.1,Q6,noisy,expert,0.83368844
0.1,Q6,noisy,detailed,0.8797121
0.1,Q6,noisy,noisy,0.8335135
0.1,Q6,noisy,original,0.9017106
0.1,Q6,noisy,step_by_step,0.85727113
0.1,Q6,noisy,brief,0.83660805
0.1,Q6,noisy,expert,0.94074917
0.1,Q6,noisy,detailed,0.88337505
0.1,Q6,noisy,noisy,0.9141114
0.1,Q6,original,step_by_step,0.9293889
0.1,Q6,original,brief,0.88431716
0.1,Q6,original,expert,0.9071126
0.1,Q6,original,detailed,0.94022834
0.1,Q6,original,noisy,0.9907688
0.1,Q6,original,original,0.8139045
0.1,Q6,original,step_by_step,0.8229097
0.1,Q6,original,brief,0.7910068
0.1,Q6,original,expert,0.8806126
0.1,Q6,original,detailed,0.90869915
0.1,Q6,original,noisy,0.8111472
0.1,Q6,original,original,0.96180344
0.1,Q6,original,step_by_step,0.93145573
0.1,Q6,original,brief,0.85479015
0.1,Q6,original,expert,0.93610245
0.1,Q6,original,detailed,0.8939952
0.1,Q6,original,noisy,0.9129021
0.1,Q6,step_by_step,brief,0.8626071
0.1,Q6,step_by_step,expert,0.87335104
0.1,Q6,step_by_step,detailed,0.89634645
0.1,Q6,step_by_step,noisy,0.9235312
0.1,Q6,step_by_step,original,0.804085
0.1,Q6,step_by_step,step_by_step,0.83253634
0.1,Q6,step_by_step,brief,0.7744583
0.1,Q6,step_by_step,expert,0.91636443
0.1,Q6,step_by_step,detailed,0.88513684
0.1,Q6,step_by_step,noisy,0.79885775
0.1,Q6,step_by_step,original,0.9139843
0.1,Q6,step_by_step,step_by_step,0.9189961
0.1,Q6,step_by_step,brief,0.8281864
0.1,Q6,step_by_step,expert,0.90962625
0.1,Q6,step_by_step,detailed,0.87143666
0.1,Q6,step_by_step,noisy,0.9013109
0.1,Q6,brief,expert,0.8561215
0.1,Q6,brief,detailed,0.8753824
0.1,Q6,brief,noisy,0.90037453
0.1,Q6,brief,original,0.86623657
0.1,Q6,brief,step_by_step,0.8449168
0.1,Q6,brief,brief,0.86187947
0.1,Q6,brief,expert,0.81937003
0.1,Q6,brief,detailed,0.8695251
0.1,Q6,brief,noisy,0.85769856
0.1,Q6,brief,original,0.87074965
0.1,Q6,brief,step_by_step,0.87282586
0.1,Q6,brief,brief,0.91037524
0.1,Q6,brief,expert,0.8838409
0.1,Q6,brief,detailed,0.89401066
0.1,Q6,brief,noisy,0.88210785
0.1,Q6,expert,detailed,0.95031285
0.1,Q6,expert,noisy,0.9078276
0.1,Q6,expert,original,0.82423055
0.1,Q6,expert,step_by_step,0.8200031
0.1,Q6,expert,brief,0.8247493
0.1,Q6,expert,expert,0.85560644
0.1,Q6,expert,detailed,0.9165649
0.1,Q6,expert,noisy,0.8232262
0.1,Q6,expert,original,0.91366696
0.1,Q6,expert,step_by_step,0.86412334
0.1,Q6,expert,brief,0.86116004
0.1,Q6,expert,expert,0.9165498
0.1,Q6,expert,detailed,0.9472661
0.1,Q6,expert,noisy,0.93075085
0.1,Q6,detailed,noisy,0.9425612
0.1,Q6,detailed,original,0.8152484
0.1,Q6,detailed,step_by_step,0.8096779
0.1,Q6,detailed,brief,0.82149994
0.1,Q6,detailed,expert,0.9007611
0.1,Q6,detailed,detailed,0.9386109
0.1,Q6,detailed,noisy,0.8208705
0.1,Q6,detailed,original,0.93628174
0.1,Q6,detailed,step_by_step,0.8858278
0.1,Q6,detailed,brief,0.87880707
0.1,Q6,detailed,expert,0.92230266
0.1,Q6,detailed,detailed,0.9314852
0.1,Q6,detailed,noisy,0.94087076
0.1,Q6,noisy,original,0.8279637
0.1,Q6,noisy,step_by_step,0.82535326
0.1,Q6,noisy,brief,0.8020139
0.1,Q6,noisy,expert,0.88160807
0.1,Q6,noisy,detailed,0.9089996
0.1,Q6,noisy,noisy,0.82387096
0.1,Q6,noisy,original,0.9651706
0.1,Q6,noisy,step_by_step,0.9243262
0.1,Q6,noisy,brief,0.8583308
0.1,Q6,noisy,expert,0.93583596
0.1,Q6,noisy,detailed,0.89862907
0.1,Q6,noisy,noisy,0.91639936
0.1,Q6,original,step_by_step,0.8915107
0.1,Q6,original,brief,0.8440099
0.1,Q6,original,expert,0.8155359
0.1,Q6,original,detailed,0.851249
0.1,Q6,original,noisy,0.968618
0.1,Q6,original,original,0.80358243
0.1,Q6,original,step_by_step,0.81765795
0.1,Q6,original,brief,0.82395697
0.1,Q6,original,expert,0.8806762
0.1,Q6,original,detailed,0.8407155
0.1,Q6,original,noisy,0.8474389
0.1,Q6,step_by_step,brief,0.8469962
0.1,Q6,step_by_step,expert,0.8232842
0.1,Q6,step_by_step,detailed,0.84572506
0.1,Q6,step_by_step,noisy,0.9188449
0.1,Q6,step_by_step,original,0.83193123
0.1,Q6,step_by_step,step_by_step,0.8418369
0.1,Q6,step_by_step,brief,0.8184669
0.1,Q6,step_by_step,expert,0.8674921
0.1,Q6,step_by_step,detailed,0.83805454
0.1,Q6,step_by_step,noisy,0.8284955
0.1,Q6,brief,expert,0.764742
0.1,Q6,brief,detailed,0.807667
0.1,Q6,brief,noisy,0.86486673
0.1,Q6,brief,original,0.78677154
0.1,Q6,brief,step_by_step,0.7849723
0.1,Q6,brief,brief,0.9086807
0.1,Q6,brief,expert,0.83166623
0.1,Q6,brief,detailed,0.83861905
0.1,Q6,brief,noisy,0.79722685
0.1,Q6,expert,detailed,0.90876555
0.1,Q6,expert,noisy,0.814096
0.1,Q6,expert,original,0.8801955
0.1,Q6,expert,step_by_step,0.87044847
0.1,Q6,expert,brief,0.7956613
0.1,Q6,expert,expert,0.85380113
0.1,Q6,expert,detailed,0.84612703
0.1,Q6,expert,noisy,0.8786639
0.1,Q6,detailed,noisy,0.8491914
0.1,Q6,detailed,original,0.8918662
0.1,Q6,detailed,step_by_step,0.88270795
0.1,Q6,detailed,brief,0.85264623
0.1,Q6,detailed,expert,0.90070945
0.1,Q6,detailed,detailed,0.9126781
0.1,Q6,detailed,noisy,0.9119986
0.1,Q6,noisy,original,0.8046609
0.1,Q6,noisy,step_by_step,0.82198197
0.1,Q6,noisy,brief,0.8256553
0.1,Q6,noisy,expert,0.8701592
0.1,Q6,noisy,detailed,0.8350241
0.1,Q6,noisy,noisy,0.8349124
0.1,Q6,original,step_by_step,0.91214097
0.1,Q6,original,brief,0.8462111
0.1,Q6,original,expert,0.9311024
0.1,Q6,original,detailed,0.90040016
0.1,Q6,original,noisy,0.9108737
0.1,Q6,step_by_step,brief,0.83866286
0.1,Q6,step_by_step,expert,0.8896252
0.1,Q6,step_by_step,detailed,0.8631302
0.1,Q6,step_by_step,noisy,0.87785566
0.1,Q6,brief,expert,0.8834568
0.1,Q6,brief,detailed,0.91078544
0.1,Q6,brief,noisy,0.85434353
0.1,Q6,expert,detailed,0.9373257
0.1,Q6,expert,noisy,0.9442903
0.1,Q6,detailed,noisy,0.94765
0.1,Q7,original,step_by_step,0.7868621
0.1,Q7,original,brief,0.9517046
0.1,Q7,original,expert,0.7348181
0.1,Q7,original,detailed,0.7535149
0.1,Q7,original,noisy,1.0000001
0.1,Q7,original,original,0.8977813
0.1,Q7,original,step_by_step,0.80591214
0.1,Q7,original,brief,0.9517046
0.1,Q7,original,expert,0.8713857
0.1,Q7,original,detailed,0.73854065
0.1,Q7,original,noisy,0.7349751
0.1,Q7,original,original,0.9457915
0.1,Q7,original,step_by_step,0.8451312
0.1,Q7,original,brief,0.90053964
0.1,Q7,original,expert,0.9714748
0.1,Q7,original,detailed,0.84992456
0.1,Q7,original,noisy,0.8822757
0.1,Q7,original,original,0.8696633
0.1,Q7,original,step_by_step,0.79384613
0.1,Q7,original,brief,0.63471246
0.1,Q7,original,expert,0.84471965
0.1,Q7,original,detailed,0.815044
0.1,Q7,original,noisy,0.8393041
0.1,Q7,step_by_step,brief,0.78666985
0.1,Q7,step_by_step,expert,0.79284525
0.1,Q7,step_by_step,detailed,0.784155
0.1,Q7,step_by_step,noisy,0.7868621
0.1,Q7,step_by_step,original,0.8182023
0.1,Q7,step_by_step,step_by_step,0.8323589
0.1,Q7,step_by_step,brief,0.78666985
0.1,Q7,step_by_step,expert,0.8284724
0.1,Q7,step_by_step,detailed,0.7942641
0.1,Q7,step_by_step,noisy,0.8027117
0.1,Q7,step_by_step,original,0.74935967
0.1,Q7,step_by_step,step_by_step,0.805008
0.1,Q7,step_by_step,brief,0.7531421
0.1,Q7,step_by_step,expert,0.76745945
0.1,Q7,step_by_step,detailed,0.83535725
0.1,Q7,step_by_step,noisy,0.8408901
0.1,Q7,step_by_step,original,0.8374062
0.1,Q7,step_by_step,step_by_step,0.7946867
0.1,Q7,step_by_step,brief,0.53779346
0.1,Q7,step_by_step,expert,0.8284644
0.1,Q7,step_by_step,detailed,0.822335
0.1,Q7,step_by_step,noisy,0.7347071
0.1,Q7,brief,expert,0.7494942
0.1,Q7,brief,detailed,0.7426539
0.1,Q7,brief,noisy,0.9517046
0.1,Q7,brief,original,0.86955404
0.1,Q7,brief,step_by_step,0.8092012
0.1,Q7,brief,brief,1.0000001
0.1,Q7,brief,expert,0.85990834
0.1,Q7,brief,detailed,0.78528976
0.1,Q7,brief,noisy,0.7871866
0.1,Q7,brief,original,0.9015553
0.1,Q7,brief,step_by_step,0.8449666
0.1,Q7,brief,brief,0.955769
0.1,Q7,brief,expert,0.93931115
0.1,Q7,brief,detailed,0.8354919
0.1,Q7,brief,noisy,0.85060096
0.1,Q7,brief,original,0.8267689
0.1,Q7,brief,step_by_step,0.7777991
0.1,Q7,brief,brief,0.7117032
0.1,Q7,brief,expert,0.8279324
0.1,Q7,brief,detailed,0.79113615
0.1,Q7,brief,noisy,0.8505657
0.1,Q7,expert,detailed,0.90705895
0.1,Q7,expert,noisy,0.7348181
0.1,Q7,expert,original,0.7600244
0.1,Q7,expert,step_by_step,0.8449662
0.1,Q7,expert,brief,0.7494942
0.1,Q7,expert,expert,0.79707015
0.1,Q7,expert,detailed,0.75911784
0.1,Q7,expert,noisy,0.7486354
0.1,Q7,expert,original,0.7141018
0.1,Q7,expert,step_by_step,0.83061564
0.1,Q7,expert,brief,0.70688766
0.1,Q7,expert,expert,0.73067725
0.1,Q7,expert,detailed,0.7944577
0.1,Q7,expert,noisy,0.78718746
0.1,Q7,expert,original,0.7244506
0.1,Q7,expert,step_by_step,0.83528435
0.1,Q7,expert,brief,0.5483737
0.1,Q7,expert,expert,0.7402239
0.1,Q7,expert,detailed,0.81238836
0.1,Q7,expert,noisy,0.7373103
0.1,Q7,detailed,noisy,0.7535149
0.1,Q7,detailed,original,0.77625
0.1,Q7,detailed,step_by_step,0.8691555
0.1,Q7,detailed,brief,0.7426539
0.1,Q7,detailed,expert,0.7742736
0.1,Q7,detailed,detailed,0.7507413
0.1,Q7,detailed,noisy,0.74544185
0.1,Q7,detailed,original,0.7116618
0.1,Q7,detailed,step_by_step,0.8110417
0.1,Q7,detailed,brief,0.73225
0.1,Q7,detailed,expert,0.7374465
0.1,Q7,detailed,detailed,0.81949055
0.1,Q7,detailed,noisy,0.7837891
0.1,Q7,detailed,original,0.7206659
0.1,Q7,detailed,step_by_step,0.87530017
0.1,Q7,detailed,brief,0.5346643
0.1,Q7,detailed,expert,0.711388
0.1,Q7,detailed,detailed,0.82727695
0.1,Q7,detailed,noisy,0.7083287
0.1,Q7,noisy,original,0.8977813
0.1,Q7,noisy,step_by_step,0.80591214
0.1,Q7,noisy,brief,0.9517046
0.1,Q7,noisy,expert,0.8713857
0.1,Q7,noisy,detailed,0.73854065
0.1,Q7,noisy,noisy,0.7349751
0.1,Q7,noisy,original,0.9457915
0.1,Q7,noisy,step_by_step,0.8451312
0.1,Q7,noisy,brief,0.90053964
0.1,Q7,noisy,expert,0.9714748
0.1,Q7,noisy,detailed,0.84992456
0.1,Q7,noisy,noisy,0.8822757
0.1,Q7,noisy,original,0.8696633
0.1,Q7,noisy,step_by_step,0.79384613
0.1,Q7,noisy,brief,0.63471246
0.1,Q7,noisy,expert,0.84471965
0.1,Q7,noisy,detailed,0.815044
0.1,Q7,noisy,noisy,0.8393041
0.1,Q7,original,step_by_step,0.82053053
0.1,Q7,original,brief,0.86955404
0.1,Q7,original,expert,0.9198782
0.1,Q7,original,detailed,0.82121325
0.1,Q7,original,noisy,0.80375004
0.1,Q7,original,original,0.82264006
0.1,Q7,original,step_by_step,0.84021246
0.1,Q7,original,brief,0.82106656
0.1,Q7,original,expert,0.8528054
0.1,Q7,original,detailed,0.8857381
0.1,Q7,original,noisy,0.93686575
0.1,Q7,original,original,0.91786444
0.1,Q7,original,step_by_step,0.81884354
0.1,Q7,original,brief,0.55421007
0.1,Q7,original,expert,0.889996
0.1,Q7,original,detailed,0.8566803
0.1,Q7,original,noisy,0.83209604
0.1,Q7,step_by_step,brief,0.8092012
0.1,Q7,step_by_step,expert,0.84925234
0.1,Q7,step_by_step,detailed,0.7923601
0.1,Q7,step_by_step,noisy,0.77307916
0.1,Q7,step_by_step,original,0.7555802
0.1,Q7,step_by_step,step_by_step,0.8728626
0.1,Q7,step_by_step,brief,0.76107633
0.1,Q7,step_by_step,expert,0.78520226
0.1,Q7,step_by_step,detailed,0.8691522
0.1,Q7,step_by_step,noisy,0.81807184
0.1,Q7,step_by_step,original,0.79445606
0.1,Q7,step_by_step,step_by_step,0.92838836
0.1,Q7,step_by_step,brief,0.5407177
0.1,Q7,step_by_step,expert,0.78275955
0.1,Q7,step_by_step,detailed,0.85780245
0.1,Q7,step_by_step,noisy,0.77593863
0.1,Q7,brief,expert,0.85990834
0.1,Q7,brief,detailed,0.78528976
0.1,Q7,brief,noisy,0.7871866
0.1,Q7,brief,original,0.9015553
0.1,Q7,brief,step_by_step,0.8449666
0.1,Q7,brief,brief,0.955769
0.1,Q7,brief,expert,0.93931115
0.1,Q7,brief,detailed,0.8354919
0.1,Q7,brief,noisy,0.85060096
0.1,Q7,brief,original,0.8267689
0.1,Q7,brief,step_by_step,0.7777991
0.1,Q7,brief,brief,0.7117032
0.1,Q7,brief,expert,0.8279324
0.1,Q7,brief,detailed,0.79113615
0.1,Q7,brief,noisy,0.8505657
0.1,Q7,expert,detailed,0.8212353
0.1,Q7,expert,noisy,0.79110336
0.1,Q7,expert,original,0.8051381
0.1,Q7,expert,step_by_step,0.86275685
0.1,Q7,expert,brief,0.79853565
0.1,Q7,expert,expert,0.8363576
0.1,Q7,expert,detailed,0.89179623
0.1,Q7,expert,noisy,0.8995828
0.1,Q7,expert,original,0.882226
0.1,Q7,expert,step_by_step,0.7972062
0.1,Q7,expert,brief,0.5599848
0.1,Q7,expert,expert,0.88082385
0.1,Q7,expert,detailed,0.84029984
0.1,Q7,expert,noisy,0.8199796
0.1,Q7,detailed,noisy,0.9110961
0.1,Q7,detailed,original,0.6847345
0.1,Q7,detailed,step_by_step,0.80392635
0.1,Q7,detailed,brief,0.7543597
0.1,Q7,detailed,expert,0.71355265
0.1,Q7,detailed,detailed,0.8259965
0.1,Q7,detailed,noisy,0.80108786
0.1,Q7,detailed,original,0.8086531
0.1,Q7,detailed,step_by_step,0.7624371
0.1,Q7,detailed,brief,0.6009804
0.1,Q7,detailed,expert,0.81691134
0.1,Q7,detailed,detailed,0.81657106
0.1,Q7,detailed,noisy,0.78351516
0.1,Q7,noisy,original,0.68874365
0.1,Q7,noisy,step_by_step,0.7688851
0.1,Q7,noisy,brief,0.781721
0.1,Q7,noisy,expert,0.7116882
0.1,Q7,noisy,detailed,0.79902536
0.1,Q7,noisy,noisy,0.78502953
0.1,Q7,noisy,original,0.7596207
0.1,Q7,noisy,step_by_step,0.73646533
0.1,Q7,noisy,brief,0.6047611
0.1,Q7,noisy,expert,0.7814804
0.1,Q7,noisy,detailed,0.7987509
0.1,Q7,noisy,noisy,0.73850024
0.1,Q7,original,step_by_step,0.83060753
0.1,Q7,original,brief,0.86189085
0.1,Q7,original,expert,0.985921
0.1,Q7,original,detailed,0.82455873
0.1,Q7,original,noisy,0.8681932
0.1,Q7,original,original,0.81141293
0.1,Q7,original,step_by_step,0.7610373
0.1,Q7,original,brief,0.65624636
0.1,Q7,original,expert,0.7881471
0.1,Q7,original,detailed,0.7639917
0.1,Q7,original,noisy,0.77461433
0.1,Q7,step_by_step,brief,0.7712935
0.1,Q7,step_by_step,expert,0.8491119
0.1,Q7,step_by_step,detailed,0.90404916
0.1,Q7,step_by_step,noisy,0.86280096
0.1,Q7,step_by_step,original,0.81063354
0.1,Q7,step_by_step,step_by_step,0.8715426
0.1,Q7,step_by_step,brief,0.54564875
0.1,Q7,step_by_step,expert,0.7996839
0.1,Q7,step_by_step,detailed,0.82318366
0.1,Q7,step_by_step,noisy,0.8374922
0.1,Q7,brief,expert,0.8971114
0.1,Q7,brief,detailed,0.8020016
0.1,Q7,brief,noisy,0.8042279
0.1,Q7,brief,original,0.7759713
0.1,Q7,brief,step_by_step,0.73420703
0.1,Q7,brief,brief,0.75396883
0.1,Q7,brief,expert,0.79038006
0.1,Q7,brief,detailed,0.7541934
0.1,Q7,brief,noisy,0.7794727
0.1,Q7,expert,detailed,0.8409773
0.1,Q7,expert,noisy,0.87261444
0.1,Q7,expert,original,0.831697
0.1,Q7,expert,step_by_step,0.7814925
0.1,Q7,expert,brief,0.6560094
0.1,Q7,expert,expert,0.813061
0.1,Q7,expert,detailed,0.78590554
0.1,Q7,expert,noisy,0.81321263
0.1,Q7,detailed,noisy,0.9242485
0.1,Q7,detailed,original,0.8759785
0.1,Q7,detailed,step_by_step,0.85150075
0.1,Q7,detailed,brief,0.5693926
0.1,Q7,detailed,expert,0.8619878
0.1,Q7,detailed,detailed,0.8374821
0.1,Q7,detailed,noisy,0.82255065
0.1,Q7,noisy,original,0.9287516
0.1,Q7,noisy,step_by_step,0.8308962
0.1,Q7,noisy,brief,0.55183333
0.1,Q7,noisy,expert,0.90940475
0.1,Q7,noisy,detailed,0.8498143
0.1,Q7,noisy,noisy,0.80866253
0.1,Q7,original,step_by_step,0.7842903
0.1,Q7,original,brief,0.5115086
0.1,Q7,original,expert,0.95569485
0.1,Q7,original,detailed,0.84063363
0.1,Q7,original,noisy,0.78733814
0.1,Q7,step_by_step,brief,0.5130097
0.1,Q7,step_by_step,expert,0.7687926
0.1,Q7,step_by_step,detailed,0.85041916
0.1,Q7,step_by_step,noisy,0.7893451
0.1,Q7,brief,expert,0.53829515
0.1,Q7,brief,detailed,0.5463866
0.1,Q7,brief,noisy,0.56082594
0.1,Q7,expert,detailed,0.82428163
0.1,Q7,expert,noisy,0.7969163
0.1,Q7,detailed,noisy,0.7517432
0.1,Q8,original,step_by_step,0.8781618
0.1,Q8,original,brief,0.90009767
0.1,Q8,original,expert,0.9856634
0.1,Q8,original,detailed,0.9091113
0.1,Q8,original,noisy,0.9831308
0.1,Q8,original,original,0.9333306
0.1,Q8,original,step_by_step,0.9269277
0.1,Q8,original,brief,0.8505957
0.1,Q8,original,expert,0.92103064
0.1,Q8,original,detailed,0.9399091
0.1,Q8,original,noisy,0.93481207
0.1,Q8,original,original,0.89891505
0.1,Q8,original,step_by_step,0.9128387
0.1,Q8,original,brief,0.82609594
0.1,Q8,original,expert,0.89814574
0.1,Q8,original,detailed,0.9270596
0.1,Q8,original,noisy,0.9057432
0.1,Q8,original,original,0.9456095
0.1,Q8,original,step_by_step,0.9316561
0.1,Q8,original,brief,0.8620097
0.1,Q8,original,expert,0.9313323
0.1,Q8,original,detailed,0.93773437
0.1,Q8,original,noisy,0.9181853
0.1,Q8,step_by_step,brief,0.8580488
0.1,Q8,step_by_step,expert,0.8670349
0.1,Q8,step_by_step,detailed,0.90661013
0.1,Q8,step_by_step,noisy,0.8713984
0.1,Q8,step_by_step,original,0.8984325
0.1,Q8,step_by_step,step_by_step,0.8798482
0.1,Q8,step_by_step,brief,0.8196305
0.1,Q8,step_by_step,expert,0.87482405
0.1,Q8,step_by_step,detailed,0.8886054
0.1,Q8,step_by_step,noisy,0.9044081
0.1,Q8,step_by_step,original,0.87720585
0.1,Q8,step_by_step,step_by_step,0.8665636
0.1,Q8,step_by_step,brief,0.7652974
0.1,Q8,step_by_step,expert,0.86888057
0.1,Q8,step_by_step,detailed,0.88559794
0.1,Q8,step_by_step,noisy,0.862376
0.1,Q8,step_by_step,original,0.8741417
0.1,Q8,step_by_step,step_by_step,0.89252627
0.1,Q8,step_by_step,brief,0.8056459
0.1,Q8,step_by_step,expert,0.8823786
0.1,Q8,step_by_step,detailed,0.8873874
0.1,Q8,step_by_step,noisy,0.8881501
0.1,Q8,brief,expert,0.90279305
0.1,Q8,brief,detailed,0.8737664
0.1,Q8,brief,noisy,0.9033771
0.1,Q8,brief,original,0.9053953
0.1,Q8,brief,step_by_step,0.8910631
0.1,Q8,brief,brief,0.9229096
0.1,Q8,brief,expert,0.90206873
0.1,Q8,brief,detailed,0.90297437
0.1,Q8,brief,noisy,0.90408266
0.1,Q8,brief,original,0.8233429
0.1,Q8,brief,step_by_step,0.86961925
0.1,Q8,brief,brief,0.7939486
0.1,Q8,brief,expert,0.8272484
0.1,Q8,brief,detailed,0.86662376
0.1,Q8,brief,noisy,0.8480933
0.1,Q8,brief,original,0.91525996
0.1,Q8,brief,step_by_step,0.8974995
0.1,Q8,brief,brief,0.8856356
0.1,Q8,brief,expert,0.9018622
0.1,Q8,brief,detailed,0.89442563
0.1,Q8,brief,noisy,0.8954537
0.1,Q8,expert,detailed,0.9073479
0.1,Q8,expert,noisy,0.9895781
0.1,Q8,expert,original,0.93646884
0.1,Q8,expert,step_by_step,0.9263996
0.1,Q8,expert,brief,0.8501673
0.1,Q8,expert,expert,0.91703475
0.1,Q8,expert,detailed,0.9443761
0.1,Q8,expert,noisy,0.9323528
0.1,Q8,expert,original,0.8949649
0.1,Q8,expert,step_by_step,0.9138055
0.1,Q8,expert,brief,0.8286367
0.1,Q8,expert,expert,0.886646
0.1,Q8,expert,detailed,0.9139557
0.1,Q8,expert,noisy,0.9031331
0.1,Q8,expert,original,0.9476115
0.1,Q8,expert,step_by_step,0.9260378
0.1,Q8,expert,brief,0.8591571
0.1,Q8,expert,expert,0.92638373
0.1,Q8,expert,detailed,0.9373403
0.1,Q8,expert,noisy,0.92073655
0.1,Q8,detailed,noisy,0.91652954
0.1,Q8,detailed,original,0.937963
0.1,Q8,detailed,step_by_step,0.91460717
0.1,Q8,detailed,brief,0.7848739
0.1,Q8,detailed,expert,0.92719376
0.1,Q8,detailed,detailed,0.92827207
0.1,Q8,detailed,noisy,0.91944283
0.1,Q8,detailed,original,0.8522595
0.1,Q8,detailed,step_by_step,0.85696185
0.1,Q8,detailed,brief,0.7444031
0.1,Q8,detailed,expert,0.8320862
0.1,Q8,detailed,detailed,0.88711154
0.1,Q8,detailed,noisy,0.856624
0.1,Q8,detailed,original,0.9143547
0.1,Q8,detailed,step_by_step,0.9156538
0.1,Q8,detailed,brief,0.80241376
0.1,Q8,detailed,expert,0.90019685
0.1,Q8,detailed,detailed,0.90324706
0.1,Q8,detailed,noisy,0.94611454
0.1,Q8,noisy,original,0.9426862
0.1,Q8,noisy,step_by_step,0.9370475
0.1,Q8,noisy,brief,0.84295756
0.1,Q8,noisy,expert,0.92078364
0.1,Q8,noisy,detailed,0.948508
0.1,Q8,noisy,noisy,0.94033366
0.1,Q8,noisy,original,0.89217204
0.1,Q8,noisy,step_by_step,0.91974646
0.1,Q8,noisy,brief,0.816852
0.1,Q8,noisy,expert,0.881493
0.1,Q8,noisy,detailed,0.91483516
0.1,Q8,noisy,noisy,0.9014927
0.1,Q8,noisy,original,0.9489711
0.1,Q8,noisy,step_by_step,0.9335209
0.1,Q8,noisy,brief,0.8570104
0.1,Q8,noisy,expert,0.9338304
0.1,Q8,noisy,detailed,0.93682945
0.1,Q8,noisy,noisy,0.9316169
0.1,Q8,original,step_by_step,0.9428922
0.1,Q8,original,brief,0.83556545
0.1,Q8,original,expert,0.9571173
0.1,Q8,original,detailed,0.9670156
0.1,Q8,original,noisy,0.97429
0.1,Q8,original,original,0.86962986
0.1,Q8,original,step_by_step,0.8890556
0.1,Q8,original,brief,0.7987646
0.1,Q8,original,expert,0.8579706
0.1,Q8,original,detailed,0.9031267
0.1,Q8,original,noisy,0.89333737
0.1,Q8,original,original,0.9555018
0.1,Q8,original,step_by_step,0.9504958
0.1,Q8,original,brief,0.84997046
0.1,Q8,original,expert,0.9485911
0.1,Q8,original,detailed,0.96783173
0.1,Q8,original,noisy,0.9755784
0.1,Q8,step_by_step,brief,0.8274158
0.1,Q8,step_by_step,expert,0.9233195
0.1,Q8,step_by_step,detailed,0.9398267
0.1,Q8,step_by_step,noisy,0.93389267
0.1,Q8,step_by_step,original,0.86182976
0.1,Q8,step_by_step,step_by_step,0.8868643
0.1,Q8,step_by_step,brief,0.7617933
0.1,Q8,step_by_step,expert,0.8551726
0.1,Q8,step_by_step,detailed,0.9051223
0.1,Q8,step_by_step,noisy,0.8740641
0.1,Q8,step_by_step,original,0.934386
0.1,Q8,step_by_step,step_by_step,0.94650674
0.1,Q8,step_by_step,brief,0.8214299
0.1,Q8,step_by_step,expert,0.92061615
0.1,Q8,step_by_step,detailed,0.9223162
0.1,Q8,step_by_step,noisy,0.9346461
0.1,Q8,brief,expert,0.8190533
0.1,Q8,brief,detailed,0.8490858
0.1,Q8,brief,noisy,0.8575302
0.1,Q8,brief,original,0.8047863
0.1,Q8,brief,step_by_step,0.8380388
0.1,Q8,brief,brief,0.8026751
0.1,Q8,brief,expert,0.8186256
0.1,Q8,brief,detailed,0.83732164
0.1,Q8,brief,noisy,0.8044512
0.1,Q8,brief,original,0.86223495
0.1,Q8,brief,step_by_step,0.84912455
0.1,Q8,brief,brief,0.86861527
0.1,Q8,brief,expert,0.8386528
0.1,Q8,brief,detailed,0.84211636
0.1,Q8,brief,noisy,0.8115054
0.1,Q8,expert,detailed,0.9433523
0.1,Q8,expert,noisy,0.94020855
0.1,Q8,expert,original,0.83899456
0.1,Q8,expert,step_by_step,0.8575436
0.1,Q8,expert,brief,0.78067017
0.1,Q8,expert,expert,0.83109015
0.1,Q8,expert,detailed,0.895201
0.1,Q8,expert,noisy,0.85019463
0.1,Q8,expert,original,0.9445728
0.1,Q8,expert,step_by_step,0.9259402
0.1,Q8,expert,brief,0.82983613
0.1,Q8,expert,expert,0.91916454
0.1,Q8,expert,detailed,0.934365
0.1,Q8,expert,noisy,0.9640016
0.1,Q8,detailed,noisy,0.95855683
0.1,Q8,detailed,original,0.8554997
0.1,Q8,detailed,step_by_step,0.87997663
0.1,Q8,detailed,brief,0.8046763
0.1,Q8,detailed,expert,0.8464116
0.1,Q8,detailed,detailed,0.90652704
0.1,Q8,detailed,noisy,0.86650646
0.1,Q8,detailed,original,0.9564182
0.1,Q8,detailed,step_by_step,0.9364077
0.1,Q8,detailed,brief,0.85089266
0.1,Q8,detailed,expert,0.9292146
0.1,Q8,detailed,detailed,0.9594233
0.1,Q8,detailed,noisy,0.94489485
0.1,Q8,noisy,original,0.8835232
0.1,Q8,noisy,step_by_step,0.903082
0.1,Q8,noisy,brief,0.8170098
0.1,Q8,noisy,expert,0.87000513
0.1,Q8,noisy,detailed,0.90124464
0.1,Q8,noisy,noisy,0.89973724
0.1,Q8,noisy,original,0.94952476
0.1,Q8,noisy,step_by_step,0.94310117
